Tropicoboletus_1	ny_577594_tjb_8253_holotype|ITS|OQ108299.1
Tropicoboletus_2	mo439745_komille277|ITS|OQ108298.1
Tropicoboletus_3	jbsd133074_ange1406|ITS|OQ108297.1
Tropicoboletus_4	jbsd133072_ange203|ITS|OQ108296.1
Tropicoboletus_5	jbsd133072_ange208|ITS|OQ108295.1
