Erythrophylloporus_1	n.k.zeng3078|ITS|MT822937.1
Erythrophylloporus_2	le312521|ITS|MT881670.1
Erythrophylloporus_3	le312491|ITS|MT298114.1
Erythrophylloporus_4	gdgm70561|ITS|MH374040.1
Erythrophylloporus_5	gdgm70536|ITS|MH374039.1
Erythrophylloporus_6	gdgm46541|ITS|MH374038.1
Erythrophylloporus_7	gdgm44440|ITS|MH374037.1
Erythrophylloporus_8	gdgm70536|ITS|MH374036.1
