Pseudoaustroboletus_1	dai_25085|ITS|PQ191384.1
Pseudoaustroboletus_2	mrc65|ITS|PP582954.1
Pseudoaustroboletus_3	mrc64|ITS|PP582953.1
Pseudoaustroboletus_4	oms_032|ITS|LC667060.1
Pseudoaustroboletus_5	hkas_82644|ITS|OM904989.1
Pseudoaustroboletus_6	gsk2020_19|ITS|OM109687.1
Pseudoaustroboletus_7	le312475|ITS|MT893599.1
